8400,8475,8352.14,8420
8325,8425,8296.04,8415
8240,8355,8240,8325
8305,8365,8240.95,8275
8375,8447.07,8315,8325
8190,8412.3,8190,8375
8080,8308.82,8065,8250
8070,8157.6,7990,8080
8380,8470,8025,8070
8715,8755,8395,8395
8555,8775,8530.63,8755
8615,8700,8580,8600
8780,8795,8610.91,8615
8785,8841.94,8735,8770
8735,8800.25,8690,8760.98
8340,8725,8340,8710
8275,8340,8275,8320
8305,8365,8294.2,8330
8525,8525,8295,8295
8500,8565,8420,8430
8480,8555,8475,8525
8420,8540,8420,8510
8420,8485,8375,8405
8350,8466.01,8350,8385
8320,8420,8315,8410
8430,8510,8315,8385
8490,8615,8490,8585
8455,8560,8445,8550
8645,8650.72,8440,8485
8510,8720,8510,8600
8590,8705,8570,8575
8650,8745,8625,8635
8665,8725,8615,8675
8735,8735,8575,8645
8660,8780,8660,8695
8595,8750.44,8485,8705
8650,8710,8575,8610
8705,8745,8637.79,8655
8760,8790,8650,8735
8795,8860,8670,8745
8820,8870,8635,8795
8815,8928.64,8815,8835
8855,8905,8837.09,8877
8770,8901.91,8770,8850
8500,8855,8500,8815
8465,8660,8410,8620
8235,8450,8235,8420
8735,8735,8235,8295
8765,8785,8703.11,8785
8880,8880,8635,8645
8825,8914.15,8825,8885
8800,8945,8695,8900
8690,8825,8623.87,8825
8650,8690,8546.47,8616.72
8505,8643.65,8495,8635
8510,8599.55,8470,8550
8375,8510,8375,8490
8495,8495,8400,8435
8465,8503.13,8425,8465
8260,8460,8260,8445
8410,8410.4,8335,8390
8500,8545,8346.71,8430
8555,8565,8520.91,8550
8655,8705,8545,8560
8625,8755,8625,8700
8640,8680.71,8600,8680
8440,8709.45,8440,8650
8580,8605,8500,8515
8495,8590.52,8492,8560
8570,8570,8490,8559
8295,8555,8295,8535
8375,8431.08,8310,8330
8280,8350,8195.99,8345
8125,8245,8090,8245
8040,8130,7965,8105
7940,8019.22,7874.81,8015
7900,8302.4,7805,7935
8365,8435.79,7935,7940
8715,8727.4,8280,8295
8600,8695,8455,8675
8570,8680,8445,8590
8470,8615,8470,8600
8590,8639.91,8475,8510
8650,8697.49,8551.71,8640
8695,8810,8620,8645
8745,8785,8643.6,8740
8755,8785,8693.99,8712.5
8825,8935,8740,8770
8775,8870,8715,8865
8800,8891.56,8785,8815
8710,8885,8710,8885
8810,8810,8715,8770
8670,8864.17,8670,8775
8755,8775,8630,8775
8740,8765,8669.64,8720
8765,8800.14,8695,8790
8720,8765,8685,8700
8515,8735,8483.4,8735
8590,8615,8450,8515
8625,8640,8545,8600
8640,8645,8535,8615
8500,8625,8425,8615
8420,8525,8375,8486
8430,8600,8355,8355
8330,8550,8330,8475
